ID,REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,DEPTH,SEVERITY_CODE,BLEACHING_SEVERITY,REMARKS,SOURCE,REFERENCE_CODE,COUNTRY_CODE
5913,Americas,Northern Caribbean,Bahamas,Gaulin's Forereef #1,24.16,-74.46,6,1998,10.3,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998A,,BHS
5916,Americas,Northern Caribbean,Bahamas,Gaulin's Forereef #2,24.17,-74.48,6,1998,8,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998A,,BHS
5919,Americas,Northern Caribbean,Bahamas,Gaulin's Forereef #3,24.14,-74.45,6,1998,5.7,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998A,,BHS
5914,Americas,Northern Caribbean,Bahamas,"Gaulin's Reef A, backreef",24.15,-74.47,6,1998,6.4,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998A,,BHS
5915,Americas,Northern Caribbean,Bahamas,"Gaulin's Reef B, backreef",24.16,-74.48,6,1998,4.1,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998A,,BHS
5918,Americas,Northern Caribbean,Bahamas,"Gaulin's Reef C, backreef",24.14,-74.46,6,1998,4.9,-1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Bahamas-1998A,,BHS
2040,Asia,Southeast Asia,Malaysia,Gaya Island ( Pulau Gaya ),6.016666667,116.0333333,5,1998,2-Jan,1,Low, Bleaching of 30-40% of all live coral cover.,ReefBase,8838,MYS
22,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,GBF (central),-18.5253,147.1444,2,1998,,2,Low,significant bleaching,NOAA database,0,AUS_GBR
35,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,GBR,-19.4195,148.8477,4,1998,,2,Low,,NOAA database,0,AUS_GBR
2295,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,GBR Central,-18,146.1666667,,1985,,-1,Low,"Reported from Myrmidon Reef by Fisk and Done, 1985. ",ReefBase,265,AUS_GBR
1794,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Geoffrey Bay,-19.158,146.867,4,1998,,3,Low,Large areas of pale coral,Berkelmans & Oliver (1999),,AUS_GBR
630,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Geoffrey Bay,-19.15,146.85,4,1998,,3,Low,80-90%,"Berkelmans, R. and Oliver, J.K. 1999. Large-scale bleaching of corals on the Great Barrier Reef. Coral Reefs. 18:55-60",0,AUS_GBR
836,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Geoffrey Bay,-19.158,146.867,4,1998,,3,Low,Large areas of pale coral,Berkelmans & Oliver (1999),,AUS_GBR
2609,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Geoffrey Bay, Magnetic Islands",-19.15,146.85,3,1998,2-8m,3,Low,"55% bleached at the deeper area, 45% bleached at the shallow areaMillepora and Pocilloporid severly affected. Acropora palifera highly susceptable. Tabular and areborescent Acropora high mortality. Montipora bimodal reponse.Astreopora not severe","Marshall, P.A. and A.H. Baird, 2000  Bleaching of corals on the Great Barrier Reef: differential susceptibilities among taxa. Coral Reefs 19(2):155-163",13092,AUS_GBR
2743,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gertrude Reef,-13.1655,143.6589,3,2002,,0,Low,,GBRMPA Data 2002,,AUS_GBR
2656,Middle East,Persian Gulf,Oman,Geziret Lima,26.293,56.49,8,2002,,0,Low,,"Monika Gurnee Coral-list@coral.aoml.noaa.gov24/9/2002",,OMN
541,Pacific,Southwest Pacific,Solomon Islands,Ghizo,-8.067,156.8,1,2000,,3,Low,extensive bleaching,"Sulu, R., Cameron, H., Ramohia, P. and Lam, M. The Status of Solomon Islands' Coral Reefs",0,SLB
2888,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gibson Reef,-17.2942,146.3657,3,2002,,2,Low,,GBRMPA Data 2002,,AUS_GBR
1485,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Gibson Rf, bommies on east side",-17.29573,146.36461,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
916,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Gibson Rf, bommies on east side",-17.29573,146.36461,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
917,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Gibson Rf, on reef edge",-17.29573,146.36461,4,1998,,2,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1486,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Gibson Rf, on reef edge",-17.29573,146.36461,4,1998,,2,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1828,Asia,Southeast Asia,Indonesia,Gili Islands,-8.383333333,116.05,3,1998,20,3,Low,"In August, there was high mortality, but some n\massive corals were recovering. Almost 90% of hard corals were bleached.",ReefBase,8838,IDN
67,Asia,Southeast Asia,Indonesia,"Gili Islands, Lombok Strait",-8.3295,116.0603,3,1998,,3,Low,90%,"Wilkinson, Clive",0,IDN
4112,Americas,Eastern Caribbean,Virgin Islands (British),Ginger Island (Alice in Wonderland _ Dive Site),18.3833,-64.4833,9,2005,55-80ft,3,Low,"Reef zones that were affected: 	Fore reef ef (spur & groove) <br>Percentage of live coral cover in the area : 	60%<br>	Percentage of live coral that is bleached : 	90%<br>Bleaching start in Mid- Late Sept.<br>Other observations : 	High percentage of Cyanophytes  in numerous ÒpatchesÓ","Shannon Gore, (	sd_gore@yahoo.com),Conservation & Fisheries Department, Government of the BVI, British Virgin Islands<br> Personal comunication to ReefBase",,VBG
5992,Americas,Mesoamerica,Belize,Gladdens Spit Deep (WP14),16.52638,-87.97393,7,2000,11.6,-1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,BLZ
5993,Americas,Mesoamerica,Belize,Gladdens Spit Shallow (WP14),16.52867,-87.98003,7,2000,1.8,-1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,BLZ
3009,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gloucester Reef,-20.0529,148.466,3,2002,,3,Low,low cover,GBRMPA Data 2002,,AUS_GBR
128,Americas,Mesoamerica,Belize,Glover's Reef Atoll,16.8086,-87.6901,10,1998,,3,Low,"fore reef,top reef, back reef and patch reefs",Coral Listserver,0,BLZ
493,Americas,Mesoamerica,Belize,Glover's Reef Atoll,16.8086,-87.6901,12,1998,30ft,3,Low,"still widespread bleaching on forereef, backreef & lagoonal patch reefs",http://www.osdpd.noaa.gov/PSB/EPS/SST/climohot_1999.html,0,BLZ
2212,Americas,Mesoamerica,Belize,Glovers Reef,16.8,-87.76666667,,1998,,3,Low,Bleaching was noted on Sept. 7 at Glover's Reef by the Wildlife Conservation Society staff. Since then the bleaching has intensified and spread. Bright (1998) presumes that the cause of the bleaching (high sea water temperature) manifested itself around t,ReefBase,7265,BLZ
2213,Americas,Mesoamerica,Belize,Glovers Reef,16.8,-87.76666667,9,1998,15-Dec,3,Low,"The bleaching is correlated with exceptionally warm water, and calm weather. Water temperatures have been consistently between 30-32¡C, and on the surface near some of the cayes, it was between 36-38¡C. Bleaching was measured at 76% on the western fore re",ReefBase,8838,BLZ
4081,Americas,Mesoamerica,Belize,Glovers Reef Atoll,16.813,-87.783,8,2005,8-40m,-1,Low,"Some degree of Bleaching is occurring here at Glovers Reef Atoll, Belize.  <br>Millepora & Porites porites upper surface bleaching has been ongoing for about two months.  Around the end of August _ start of September deep water plating Agaricia species bleached bright white along the east wall of the atoll, although shaded colonies under overhangs, etc remain brown & not visibly affected.  At the same time occasional bleached plating Agaricia colonies were also visible on the fore-reef.  Also at the beginning of September, a few Montastraea annularis colonies showed signs of paling - this situation has worsened, and now more M. annularis colonies are showing signs of paling, at least at two locations on the Eastern side of the Atoll (Middle Caye and Long Caye). However, of these two areas Middle Caye is much more affected, with maybe as much as 80% (V. approximate guesstimate) of colonies showing visible paling, whereas at Long Caye this figure might be around 20 %.  However, at both sites no bright white M. annularis colonies have been seen.Apart from the Agaricia, where a zone of bleached coral can be seen between 20 _ 40m depth, the rest of these observations are from the fore-reef, in depths of around 8 - 15 m, i.e. to the edge of the drop-off.",Ellen Husain [E.Husain@exeter.ac.uk] in Coral List 30/9/2005,,BLZ
3967,Americas,Mesoamerica,Belize,Glovers Reef Atoll,16.793,-87.732,10,2003,,1,Low,"It is generally ""partial bleaching"" of up to ~50-60% colonies. Overall it seems to be rather patchy in distribution. Definitely not as severe as 98 or even 95.",Melanie McField [mcfield@wwfca.org] in Coral-list@coral.aoml.noaa.gov 5/12/2003,,BLZ
2150,Australia,Australia and Papua New Guinea,Australia,Gneering Shoals,-26.65,153.3333333,3,1998,15,2,Low,"Moderate bleaching; Water temperatures were around 28¡C (maybe as high as 30¡C), where they are normally in the mid-20¡Cs.",ReefBase,8838,AUS
193,Australia,Australia and Papua New Guinea,Australia,Gneering Shoals,-26.6502,153.1824,3,1998,15m,2,Low,60-70% ,"Wilkinson, Clive",0,AUS
3093,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Goble Reefs (East),-20.7812,150.4849,3,2002,,1,Low,,GBRMPA Data 2002,,AUS_GBR
3094,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Goble Reefs (West),-20.7989,150.4522,3,2002,,2,Low,fluoros and lots of white on side,GBRMPA Data 2002,,AUS_GBR
134,Americas,Mesoamerica,Belize,Goffs Caye,17.33,-88.03,9,1998,,2,Low,25-30% bleached,NOAA database,0,BLZ
6009,Americas,Mesoamerica,Belize,Goffs Caye Deep (BZ-1),17.35215,-88.02856,7,2000,9.3,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,BLZ
6008,Americas,Mesoamerica,Belize,Goffs Caye Shallow (BZ-1),17.35215,-88.03809,7,2000,1.7,-1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,BLZ
2008,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Goldsmith Is,-20.66679,149.15987,4,1998,,0,Low,,Berkelmans & Oliver (1999),,AUS_GBR
2009,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Goldsmith Is,-20.68563,149.14398,4,1998,,0,Low,,Berkelmans & Oliver (1999),,AUS_GBR
3073,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Goldsmith Island Reef (No 2),-20.6841,149.145,3,2002,,2,Low,low cover,GBRMPA Data 2002,,AUS_GBR
695,Americas,Southern Tropical America,Costa Rica,Golfo Dulce,9.9,-84.9,,1997,,3,Low,"60% branching coral bleached, 28% massive coral bleached, 76% other coral life froms bleached","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169",0,CRI
1762,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Goold Is, east side",-18.17319,146.15277,4,1998,,1,Low,"10% bleached, mostly mud with low coral cover",Berkelmans & Oliver (1999),,AUS_GBR
1272,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Goold Is, east side",-18.17319,146.15277,4,1998,,1,Low,"10% bleached, mostly mud with low coral cover",Berkelmans & Oliver (1999),,AUS_GBR
1273,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Goold Is, Hayman Point",-18.17319,146.15277,4,1998,,1,Low,"0-10% bleached, little reef",Berkelmans & Oliver (1999),,AUS_GBR
1763,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Goold Is, Hayman Point",-18.17319,146.15277,4,1998,,1,Low,"0-10% bleached, little reef",Berkelmans & Oliver (1999),,AUS_GBR
1761,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Goold Is, south side",-18.17319,146.15277,4,1998,,1,Low,0-10% bleached,Berkelmans & Oliver (1999),,AUS_GBR
1271,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Goold Is, south side",-18.17319,146.15277,4,1998,,1,Low,0-10% bleached,Berkelmans & Oliver (1999),,AUS_GBR
375,Americas,Southern Tropical America,Colombia,Gorgona Island,2.97,-78.17,9,1997,,1,Low,beginning of event. 30% bleached,Coral Listserver,0,COL
2044,Americas,Southern Tropical America,Colombia,Gorgona Island ( Isla de Gorgona ),2.983333333,-78.2,,1983,,-1,Low,Bleaching and mortality was assumed to be associated with the El Ni–o event. Reported by Glynn (1984). ,ReefBase,263,COL
2045,Americas,Southern Tropical America,Colombia,Gorgona Island ( Isla de Gorgona ),2.983333333,-78.2,,1983,,-1,Low,Bleaching and mortality was assumed to be associated with the El Ni–o event. Reported by Glynn (1984). ,ReefBase,263,COL
305,Pacific,Southwest Pacific,New Caledonia,Goro,-22.31,167.03,,1998,,0,Low,0,Reef Check Data 2132,0,NCL
2974,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Reef (No 3),-19.5005,148.7371,3,2002,,2,Low,,GBRMPA Data 2002,,AUS_GBR
1001,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Rf,-19.4017,148.77745,4,1998,,0,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1002,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Rf,-19.50051,148.78414,4,1998,,1,Low,2-5%,Berkelmans & Oliver (1999),,AUS_GBR
1003,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Rf,-19.50205,148.73604,4,1998,,1,Low,5-10%,Berkelmans & Oliver (1999),,AUS_GBR
1570,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Rf,-19.4017,148.77745,4,1998,,0,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1571,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Rf,-19.50051,148.78414,4,1998,,1,Low,2-5%,Berkelmans & Oliver (1999),,AUS_GBR
1572,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Gould Rf,-19.50205,148.73604,4,1998,,1,Low,5-10%,Berkelmans & Oliver (1999),,AUS_GBR
4333,Australia,Australia and Papua New Guinea,Australia,"Gove Peninsula, Northern Territory",-12.315,136.928,3,2006,,0,Low,"I am running coral reef monitoring program at Northern Territory at  Gove Peninsula, since 2004). <br>No significant coral bleaching had happened in monitored areas since then 2004.",Victor Gomelyuk [Victor.Gomelyuk@nt.gov.au] online communication to ReefBase,,AUS
2299,Americas,Northern Caribbean,Cayman Islands,Grand Cayman,19.31666667,-81.23333333,9,1998,5-Jan,3,Low, Bleaching affected all species and possibly 90% of all corals were heavily bleached.,ReefBase,8838,CYM
6768,Americas,Northern Caribbean,Cayman Islands,Grand Cayman,19.365341,-81.286182,9,2009,up to 30m,3,Low,"I have just been informed by Croy McCoy that they are having an intense and widespread bleaching event in Grand Cayman. He went diving yesterday and found totally bleached corals down to 30 m, observations indicate that close to 100% of scleractinians showed bleaching signs in deeper environments, and around 80% in shallower habitats. Water temps. Have been above 29 Celcius since June (Hobo data). I will be conducting disease surveys in mid-November, so if anything like what we saw in 2005 with WPD and YBD outbreaks during and after the massive bleaching occurs here, we will probably have a chance to document this in our permanent survey transects around the island. Croy will be conducting quantitative surveys and tagging colonies in the next days. On the other hand, here in Puerto Rico, there are no signs of a bleaching event. Just the usual, a few pale colonies here and there. Same situation observed during our disease surveys last week in Grenada.","Observer: Croy McCoySent in by : Dr. Ernesto WeilDepartment of Marine SciencesUniversity of Puerto RicoPO BOX 3208Lajas PR 00667Pho: (787) 899-2048 x. 241Fax: (787) 899-5500 - 2630Coral List Email: Thu 9/24/2009 10:16 AM",,CYM
6033,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Babylon (GC23),19.35333,-81.16403,6,1999,9.3,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6039,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Bear's Paw (GC27),19.39757,-81.36028,6,1999,10.5,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6041,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Breakers (GC30),19.29178,-81.20115,6,1999,12.5,-1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6035,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Casey's Reef (GC26),19.35337,-81.19577,6,1999,14,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6044,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Cemetery Reef (GC32),19.36528,-81.39543,6,1999,9,-1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6036,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Deila's Delight (GC24),19.35863,-81.24668,6,1999,7.2,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6030,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: East End Reef (GC19),19.31763,-81.07473,6,1999,6.6,-1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6038,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Hepp's Mini Wall (GC28),19.38543,-81.41653,6,1999,11.4,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6034,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Isabel's Reef (GC22),19.35767,-81.13575,6,1999,11,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6031,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Kaho's Reef (GC20),19.33337,-81.0766,6,1999,8.9,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6040,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Kelly's Caverns (GC29),19.29127,-81.1462,6,1999,8.8,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6042,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Playing Field (GC31),19.29275,-81.1053,6,1999,7.5,-1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6037,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Queen's Throne (GC25),19.3803,-81.29155,6,1999,12.2,-1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6032,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Snapper Hole (GC21),19.3439,-81.07793,6,1999,10,1,Low,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
6043,Americas,Northern Caribbean,Cayman Islands,Grand Cayman: Sunset House (GC33),19.2862,-81.39105,6,1999,9.1,1,LOW,,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-1999,,CYM
535,Africa,Southwest Indian Ocean,Seychelles,Grand Soeur,-4.2833,55.8667,,1998,15m,2,Low,bleaching,Coral Listserver,0,SYC
2316,Americas,Northern Caribbean,Turks and Caicos Islands,Grand Turk Cays,21.41666667,-71.11666667,,1987,,-1,Low, Extent Unspecified,ReefBase,388,TCA
169,Africa,Southwest Indian Ocean,Comoros,Grande Comore,-11.4909,43.401,5,1998,,3,Low,,CORDIO,0,COM
1618,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Grassy Is, north",-20.13208,148.60696,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1049,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Grassy Is, north",-20.13208,148.60696,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1054,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Grassy Is, south",-20.15203,148.60663,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1623,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Grassy Is, south",-20.15203,148.60663,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
3029,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Grassy Reef,-20.1505,148.6077,3,2002,,3,Low,,GBRMPA Data 2002,,AUS_GBR
522,Pacific,Southwest Pacific,Fiji,Great Astrolabe Reef,-18.5,178,5,2000,1-25m,2,LOW,"34% bleached, 17% dead",Coral Listserver,0,FJI
2587,Pacific,Southwest Pacific,Fiji,Great Astrolabe Reef 1,-18.754,178.466,4,2000,7m,3,LOW,,"Cumming, R. L., M.A. Toscano, E.R. Lovell, B.A. Carlson, N.K. Dulvy, A. Hughes, J.F. Koven, N.J., Quinn, H.R Sykes, O.J.S. Taylor, D. Vaughan, 2002. Mass coral bleaching in the Fiji Islands, 2000. Proc. 9th Int. Coral Reef Symp, Bali, Indonesia.",12786,FJI
2588,Pacific,Southwest Pacific,Fiji,Great Astrolabe Reef 2,-18.755,178.526,4,2000,1-27.5m,2,Low,"Five sites: (1),(2) lagoonal sea mounts; (3) windward outer barrier; (4),(5)leeward outer barrier. All dominated by Acropora except (4) which was the most diverse site.","Cumming, R. L., M.A. Toscano, E.R. Lovell, B.A. Carlson, N.K. Dulvy, A. Hughes, J.F. Koven, N.J., Quinn, H.R Sykes, O.J.S. Taylor, D. Vaughan, 2002. Mass coral bleaching in the Fiji Islands, 2000. Proc. 9th Int. Coral Reef Symp, Bali, Indonesia.",12786,FJI
2370,Americas,Northern Caribbean,Bahamas,Great Bahama Bank,25,-78.2,9,1983,5 - 8 m,-1,Low,Unspecified Coral bleaching was reported at the Gingerbread Grounds. Corals other than Diploria strigosa appeared normal with no apparent change in the physical or biological conditions (Glynn 1984).,ReefBase,263,BHS
2240,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Barrier Reef,-17.5,147,,1987,,-1,Low, Extent Unspecified,ReefBase,388,AUS_GBR
2243,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Barrier Reef,-17.5,147,,1998,,3,Low,"By this time, average daily sea temperatures had climbed to 31¡C (6 m depth) and in the following week rose to slightly over 32¡C. While seawater salinity ranged between 31-34 ppt. Extensive mortality (80% of living coral cover) was reported as worst affe",ReefBase,9450,AUS_GBR
2244,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Barrier Reef,-17.5,147,2,1998,,3,Low,"This bleaching appeared to be  a combined effect of raised temperatures, exacerbated in the central GBR by massive flows of rainwater in January. Soft corals were extensively bleached on these inner reefs. In the upper 5 m, soft corals are 100% bleached a",ReefBase,8838,AUS_GBR
18,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Barrier Reef,-17.8847,146.5938,2,1998,,3,Low,,NOAA database,0,AUS_GBR
23,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Barrier Reef (23.5 S),-20.7693,151.0437,2,1998,,2,Low,,NOAA database,0,AUS_GBR
279,,,United Kingdom,Great Chagos Bank,-6.2348,71.9986,,1998,,3,Low,>70%,"Sheppard,CRC",0,GBR
2318,Americas,Northern Caribbean,Bahamas,Great Inagua Island,21.15,-73.51666667,,1987,20,-1,Low, ,ReefBase,388,BHS
2484,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Keppel Island Reef,-23.1591,150.9566,,1987,,-1,Low,,GBRMPA  Historical Bleaching Database,0,AUS_GBR
3272,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Keppel Island Reef (No 1),-23.1575,150.9577,3,2002,,3,Low,,GBRMPA Data 2002,,AUS_GBR
3274,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Keppel Island Reef (No 2),-23.1511,150.9756,3,2002,,3,Low,,GBRMPA Data 2002,,AUS_GBR
3275,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Keppel Island Reef (No 3),-23.1725,150.9861,3,2002,,3,Low,,GBRMPA Data 2002,,AUS_GBR
3273,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Keppel Island Reef (No 4),-23.1888,150.9658,3,2002,,3,Low,,GBRMPA Data 2002,,AUS_GBR
3271,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Keppel Island Reef (No 5),-23.1886,150.9347,3,2002,,3,Low,,GBRMPA Data 2002,,AUS_GBR
1890,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Kepple Is,-23.15268,150.97453,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1892,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Kepple Is,-23.19032,150.96475,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
2930,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Great Palm Island Reef (No 1),-18.7169,146.5761,3,2002,,0,Low,,GBRMPA Data 2002,,AUS_GBR
1780,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Great Palm, Coolgaree Bay",-18.71846,146.57507,4,1998,,2,Low,"Low coral cover, Mainly Porites",Berkelmans & Oliver (1999),,AUS_GBR
1290,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Great Palm, Coolgaree Bay",-18.71846,146.57507,4,1998,,2,Low,"Low coral cover, Mainly Porites",Berkelmans & Oliver (1999),,AUS_GBR
1286,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Great Palm, Hayman Rock",-18.74167,146.69167,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1776,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Great Palm, Hayman Rock",-18.74167,146.69167,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1777,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Great Palm, NE Bay",-18.74058,146.6362,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1287,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Great Palm, NE Bay",-18.74058,146.6362,4,1998,,3,Low,,Berkelmans & Oliver (1999),,AUS_GBR
1289,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,"Great Palm, Sinballa Point",-18.68378,146.58243,4,1998,,3,Low,In patches could be scored a 1.,Berkelmans & Oliver (1999),,AUS_GBR
